Site,Name,Lat,Lon,Start,End,Years, %,AWS
9687,BRUNSWICK STATE FARM,-33.3,115.8,Jan 1915,Oct 1919,4.8,100,  N
7008,BRYAH,-25.5059,118.7983,Nov 1919,Nov 2017,62.6,64,  N
12237,BRYN AWELON,-32.7167,121.7,Aug 1930,Oct 1932,2.1,92,  N
9839,BUCKINGHAM,-33.4,116.3167,Aug 1974,Feb 1978,3.6,96,  N
10164,BUCKLANDS,-31.5667,116.6167,Jan 1951,Dec 1959,2.8,31,  N
10172,BUDGEREE,-31.2,118.5,Jul 1910,Jan 1934,23.3,99,  N
10724,BUDGINEE,-32.1,117.4,Sep 1910,Jan 1928,17.4,100,  N
12239,BULGA DOWNS,-28.4967,119.7436,Dec 1924,Nov 2017,36.4,39,  N
2075,BULKA,-19.0372,126.0933,Jan 1995,Mar 2015,17.2,82,  N
11035,BULL CAMEL,-31.1956,124.8481,Jan 1970,Oct 2017,46.9,95,  N
12127,BULLA BULLING,-31.0167,120.8667,Oct 1894,Dec 1941,21.3,45,  N
5068,BULLARA,-22.6811,114.0394,Jan 1957,Dec 2013,51,89,  N
7009,BULLARA,-27.4833,117.3,Aug 1911,Jul 1974,61.3,97,  N
6006,BULLARDOO,-27.855,115.6733,Jun 1910,May 1977,65.1,97,  N
12011,BULLFINCH,-30.9869,119.1142,Oct 1911,Nov 2017,105.8,99,  N
12012,BULLFINCH NORTH,-30.8,119.1,Jun 1925,May 1951,25.2,97,  N
7019,BULLOO DOWNS,-24.0019,119.5725,Nov 1917,Nov 2017,92.9,93,  N
12013,BULONG,-30.7503,121.7519,Jan 1898,Oct 2017,111.8,93,  N
10527,BULYEE,-32.3686,117.5214,Jul 1933,Nov 2017,78.1,92,  N
9965,BUNBURY,-33.3567,115.6447,Nov 1995,Nov 2017,22.1,99,  Y
9514,BUNBURY POST OFFICE,-33.3267,115.63,Jan 1877,Jun 1985,78.3,72,  N
9885,BUNBURY POWER STATION,-33.3158,115.66,Nov 1985,Dec 1995,10.2,99,  N
9975,BUNDALEER,-34.7031,118.2992,Jun 1959,Dec 2000,41.6,100,  N
8293,BUNDI FARM,-28.1128,115.0697,Jan 1987,Mar 2000,13.2,98,  N
9072,BUNDIDUP,-30.2842,115.5242,Nov 1958,Oct 2002,43.3,98,  N
7112,BUNGALOW,-26.0667,118.6667,Nov 1906,Apr 1914,6.3,84,  N
7122,BUNGAR,-29.45,118.45,Oct 1925,Apr 1939,10.7,78,  N
9271,BUNGENDORE,-32.1886,116.0564,May 2011,Nov 2017,6.6,98,  N
2057,BUNGLE BUNGLE NATIONAL PARK,-17.4206,128.2992,Dec 1990,Dec 1996,3.2,48,  N
10044,BUNGULLA,-31.6231,117.5431,Jan 1928,Nov 2017,89.8,100,  N
10017,BUNGULLA NORTH,-31.5547,117.5858,Dec 1913,Aug 2013,86.5,86,  N
10173,BUNGULLUPING,-31.9,118.25,Sep 1913,Dec 1927,14.3,99,  N
10005,BUNINE,-30.3,117.9,Sep 1933,Dec 1967,26.3,76,  N
9959,BUNINYONG,-33.8453,120.7625,Jan 1997,Dec 2013,13.7,76,  N
8015,BUNJIL,-29.575,116.4967,Jan 1940,Nov 1973,27,79,  N
10528,BUNKIN,-33.2472,117.6614,Jan 1903,Dec 2016,110.5,97,  N
7010,BUNNAWARRA,-28.6058,116.5719,Jan 1912,May 2006,84.8,90,  N
8017,BUNTINE,-29.9869,116.5711,Jun 1915,Jun 2017,87.3,85,  N
8018,BUNTINE EAST,-29.9331,116.7697,Jul 1929,Dec 2009,80.5,100,  N
8019,BUNYA BUNYA,-28.4375,115.1783,Jul 1922,Sep 1985,62.3,98,  N
10018,BURAKIN,-30.5325,117.1739,Apr 1926,Dec 2015,84.7,94,  N
12128,BURBANKS,-31,121.1,Dec 1898,Dec 1923,17.1,68,  N
12129,BURBRIDGE,-31.5,119.6,Jan 1917,Oct 1926,9.6,97,  N
9710,BUREKUP,-33.3097,115.8186,Jan 1907,Nov 2017,62.6,56,  N
10845,BURKETT ROCKS,-33.1,119.85,Jan 1934,Jun 1939,5,91,  N
7011,BURNERBINMAH,-28.7839,117.3625,Nov 1902,Apr 2016,108.6,96,  N
10843,BURRA BURRA,-32.3333,116.5333,Jan 1930,Mar 1937,7.3,100,  N
10019,BURRACOPPIN,-31.3958,118.4808,Jan 1901,Sep 2017,109.9,94,  N
10174,BURRACOPPIN SCHOOL,-31.4,118.5,Jun 1915,Dec 1920,5.3,94,  N
13023,BURRAMBAH,-23.85,120.5,May 1923,May 1926,2.3,76,  N
7206,BURRINGURRAH,-24.6522,116.9281,Sep 2012,Feb 2013,0.5,95,  N
7210,BURRINGURRAH AIRSTRIP,-24.6347,116.9472,Aug 2012,Sep 2017,5.2,98,  N
12130,BURTVILLE,-28.8,122.6,Mar 1902,Dec 1928,19.3,72,  N
9569,BUSSELTON,-33.655,115.3194,Jul 1998,Sep 2011,13.3,99,  Y
9603,BUSSELTON AERO,-33.6858,115.4008,Oct 1997,Nov 2017,20,96,  Y
9515,BUSSELTON SHIRE,-33.6611,115.3456,Jan 1877,Nov 2017,110.3,75,  N
7012,BUTTAH,-26.1297,118.4853,Apr 1918,Feb 1997,66.2,84,  N
10175,BYANDA,-31.5,118,Sep 1915,Jul 1923,7.8,99,  N
7195,BYRO,-26.0794,116.1539,Nov 1898,Nov 2017,96.4,81,  N
8234,BYRON,-28.5675,115.2814,Aug 1968,May 2016,47.8,99,  N
9220,CABRAE,-31.4956,116.0547,Oct 1991,Nov 2000,9.2,100,  N
8191,CADGY CADGY,-29.1,116.2,Jan 1911,Apr 1928,16.9,98,  N
3078,CADJEBUT,-18.7267,125.9875,Dec 1987,Oct 2003,14.8,92,  N
10155,CADOUX,-30.7686,117.1361,Oct 1929,Nov 2017,85.3,92,  N
10876,CAERNARVON PARK,-32.7353,116.8381,Mar 1976,Sep 2017,41.5,99,  N
11023,CAIGUNA ASA,-32.2653,125.4894,Jan 1962,Jan 2001,33.5,85,  Y
3045,CALANGADIE,-19.1,121.5,Feb 1898,Feb 1939,14.7,36,  N
10156,CALINGIRI,-31.0906,116.4522,Jan 1929,Oct 2017,78.4,87,  N
10043,CALJIE,-31.7661,116.9167,Jun 2000,Oct 2017,17.2,90,  N
6008,CALLAGIDDY STATION,-25.0481,114.0294,Jan 1910,Feb 2017,106.2,99,  N
6078,CALLATHARRA,-25.8,115.1,Feb 1928,Dec 1939,11.8,99,  N
4080,CALLAWA,-20.635,120.5,Apr 1964,Dec 1970,2.8,42,  N
10176,CAMALLIE,-31.0167,117.8,Aug 1910,Dec 1925,15.3,99,  N
3040,CAMBALLIN,-17.9903,124.1922,Nov 1958,Nov 2017,44.8,75,  N
10726,CAMEL PEAKS,-32.2833,118.7833,Oct 1930,Feb 1937,6.4,100,  N
12229,CAMPBELL DOWNS,-29.9333,119.7833,Jan 1929,Jul 1929,0.6,92,  N
10297,CAMPION,-31.0333,118.5,Nov 1924,Nov 1973,48.4,99,  N
12228,CAMPION NORTH,-30.9667,118.5167,Aug 1933,May 1936,1.5,53,  N
10300,CAMPION WEIRA,-30.9972,118.4233,Feb 1974,Dec 2009,20.9,58,  N
10157,CANAAN FARM,-31.2506,117.3436,Jan 1913,May 2005,91.4,99,  N
5067,CANE RIVER,-22.0894,115.6239,Jan 1966,Nov 1996,24.3,78,  N
8157,CANNA,-28.8978,115.8628,Oct 1915,Nov 2017,98.1,96,  N
8023,CANNA 1,-28.9,115.85,Jan 1924,Oct 1973,43,86,  N
8024,CANNA 2,-28.9,115.9,Jan 1940,Dec 1957,18,100,  N
9136,CANNING PARK,-32.0167,116,Oct 1916,Feb 1923,6.3,99,  N
9050,CANNING RIVER WEIR,-32.1575,116.1264,Feb 1903,Jan 1996,77.2,83,  N
8192,CANNINGWOOD,-30.15,116.3,Jan 1912,Mar 1919,6.8,93,  N
8176,CANTABILLING SPRINGS,-30.3,115.25,Jul 1955,Apr 1968,10.8,84,  N
9234,CANTERBURY,-31,116.2067,Feb 1975,Feb 1986,9.7,87,  N
9279,CANTERBURY,-31.0008,116.2314,May 2012,Nov 2017,5.6,96,  N
9793,CAPE ARID,-33.9667,123.2167,Jan 1907,Oct 1910,3,78,  N
9897,CAPE ARID NATIONAL PARK,-33.8539,123.0074,Jan 1988,Jun 2017,28.5,87,  N
6094,CAPE CUVIER,-24.2167,113.3833,Nov 1971,Jul 1975,3.6,95,  N
6089,CAPE FARQUHAR,-23.6333,113.6167,Oct 1913,Jun 1920,2.4,36,  N
4082,CAPE LAMBERT,-20.615,117.1633,Dec 1971,Oct 2003,24.8,77,  N
9870,CAPE LE GRAND NAT PARK,-33.9161,122.2083,Jan 1980,Oct 2017,37.4,96,  N
9518,CAPE LEEUWIN,-34.3728,115.1358,Feb 1903,Nov 2017,111,96,  Y
3004,CAPE LEVEQUE,-16.3961,122.9278,Aug 1917,Dec 2015,87.3,88,  N
9519,CAPE NATURALISTE,-33.5372,115.0189,Jan 1907,Nov 2017,109.9,99,  Y
9520,CAPE RICHE,-34.6086,118.7511,Jan 1897,Sep 2017,110.1,91,  N
9516,CAPEL,-33.5506,115.5717,Apr 1914,Aug 2003,85.3,91,  N
9992,CAPEL NORTH,-33.5435,115.5509,May 2003,Nov 2017,14.6,99,  N
9862,CAPERCUP,-33.5083,116.7386,May 1965,Dec 2016,51.7,100,  N
9005,CAPITELA,-30.85,115.8667,Oct 1934,May 1956,21.7,100,  N
7191,CAPRICORN ROADHOUSE,-23.4531,119.7994,Mar 1975,Nov 2008,29.4,87,  N
9065,CARABAN,-31.3383,115.5525,May 1956,Dec 1973,16.1,91,  N
9850,CARBARUP,-34.5378,117.7197,Jan 1989,Oct 2017,28.7,99,  N
6060,CARBLA STATION,-26.2011,114.2869,Mar 1913,Dec 2016,102.8,99,  N
6009,CARDABIA,-23.105,113.8031,Jan 1913,Jun 2013,90.8,89,  N
10022,CARDONIA,-31.5,117.8025,Mar 1906,Dec 1972,65,97,  N
9137,CARDUP,-32.2475,116.0172,Jun 1970,Jul 2012,42.1,99,  N
6010,CAREY DOWNS,-25.6114,115.4625,Jan 1910,Nov 2017,79.3,73,  N
10263,CARILEE,-31.7833,118,Nov 1914,Oct 1918,3.9,98,  N
8076,CARINYA,-29.3833,116.1167,Dec 1956,Dec 1967,9.6,86,  N
4008,CARLINDIE,-20.6392,119.2431,Aug 1907,Feb 2017,65.9,59,  N
10697,CARLINGUP,-33.5667,120.1833,Jul 1955,Feb 1961,3.3,57,  N
10869,CARLINGUP,-33.5942,120.1833,May 1972,Sep 2017,40.5,89,  N
2005,CARLTON HILL,-15.4864,128.5344,Jul 1898,Mar 2017,99.8,84,  N
9180,CARMEL,-32.0186,116.0997,Oct 1973,Jan 2008,31.2,89,  N
9521,CARMENDALE,-34.735,117.7217,Mar 1921,Feb 1986,56.8,87,  N
8025,CARNAMAH,-29.6886,115.8872,Dec 1887,Nov 2017,110.3,84,  N
6011,CARNARVON AIRPORT,-24.8878,113.67,Jan 1945,Nov 2017,72.9,100,  Y
6062,CARNARVON POST OFFICE,-24.885,113.6569,Jan 1883,Aug 1950,51.3,76,  N
13015,CARNEGIE,-25.7964,122.9753,Nov 1942,Nov 2017,62.1,82,  N
10590,CAROLING SOUTH,-32.15,117.4,Jan 1914,Oct 1977,62.5,98,  N
8026,CARON,-29.5833,116.3167,Oct 1915,Dec 1972,43,75,  N
10727,CARRACERUP,-34.1,118.7,Feb 1913,Oct 1929,12.2,73,  N
2061,CARRANYA,-19.3322,127.6367,May 1963,Oct 2017,27.9,50,  N
2066,CARRANYA 2,-19.1764,127.6497,Nov 1991,Oct 1993,1.6,79,  N
6012,CARRARANG,-26.4628,113.505,Jan 1894,Mar 2000,69.9,66,  N
10883,CARROLUP RIVER,-33.65,117.2667,Jan 1917,May 1922,4.4,81,  N
1016,CARSON RIVER STATION,-14.4861,126.7664,Dec 1970,Mar 1997,15.4,57,  N
9785,CARUNUP,-33.7,115.1667,Feb 1936,Oct 1941,5.8,100,  N
12260,CASCADES CREEK STATION,-33.5222,121.0786,May 1970,Jan 2004,33.6,95,  N
7142,CASHMANS,-25.9697,118.6233,Feb 2004,Feb 2010,5.9,97,  N
12022,CASHMERE DOWNS,-28.97,119.5686,Dec 1919,Dec 2002,73.1,87,  N
9820,CASTLE TOWN,-33.8333,121.9333,Jun 1972,Aug 1972,0.3,100,  N
9517,CASTLEDENE,-33.7175,115.85,Nov 1919,Jun 1970,35.9,71,  N
10024,CASUARINA VALE,-31.1631,116.8575,Sep 1910,Dec 2004,89.8,95,  N
8239,CASUERINA,-28.35,115.5833,Jun 1932,Oct 1943,7.8,68,  N
9078,CATABY,-30.7,115.6,Apr 1929,Jan 1939,9.8,100,  N
12286,CATABY CASCADES,-33.2722,121.0867,Jul 1979,Apr 1989,8.3,82,  N
9169,CERVANTES,-30.5006,115.0664,Nov 1972,Dec 2015,11.7,24,  N
7197,CHALLA,-28.2814,118.3106,Apr 1896,Sep 2017,113.9,93,  N
12270,CHALORA,-33.2617,121.3767,May 1972,Nov 1983,11.2,94,  N
10530,CHAMINGUP,-33.9144,117.0994,May 1913,Nov 2017,103.9,97,  N
8030,CHAPMAN EAST,-28.6,114.8,Aug 1915,May 1947,29.8,93,  N
9803,CHAPMAN HILL,-33.7831,115.3447,Jan 1951,Nov 2017,62.2,87,  N
109509,CHAPMAN HILL ROAD CB2,-33.7371,115.3545,Jul 2006,Nov 2017,11.4,98,  N
9911,CHARLIES CREEK,-33.5947,115.9581,Mar 1972,Aug 2015,32.8,75,  N
3063,CHARNLEY RIVER,-16.7161,125.4603,Jan 1968,Nov 2017,46.6,91,  N
5095,CHEELA PLAINS,-22.9367,116.9731,Jan 2002,May 2017,15.4,99,  N
9006,CHELSEA,-30.6256,115.7803,Oct 1930,Oct 2017,72.2,83,  N
10728,CHERALILLUP,-33.5,117.9833,Jan 1907,Jul 1930,23.2,98,  N
3048,CHERRABUN,-18.9158,125.5264,Dec 1962,Nov 2017,39.8,71,  N
3046,CHERRABUN,-18.4833,125.3333,Mar 1906,Feb 1972,14.7,22,  N
10531,CHERRY TREE,-33.7069,117.2411,Jun 1926,Nov 2017,90.8,99,  N
10873,CHERYTON,-33.9678,117.1514,May 1975,Jun 1990,15.2,100,  N
10878,CHESALON,-33.5381,119.6564,May 1966,Nov 2017,51.3,99,  N
9852,CHEYNE BEACH,-34.8883,118.3958,Jun 2001,Nov 2017,16.5,92,  N
9007,CHIDLOW,-31.8622,116.2658,Jan 1891,Nov 2017,109.3,84,  N
10918,CHILLICUP,-33.9167,117.6125,May 2006,Dec 2011,5.7,98,  N
10729,CHILLINUP,-34.3439,118.6306,Apr 1906,Nov 2017,83.8,74,  N
10296,CHINGAH,-31.6833,118.3833,Dec 1922,Feb 1929,5.3,84,  N
109502,CHINGEBUP,-34.2319,117.4839,Jan 2004,Oct 2014,10.2,85,  N
5038,CHINGINARRA,-21.3667,115.85,Jun 1890,Jan 1909,12.6,67,  N
10177,CHINKYMIA,-30.5,117.4,Apr 1926,Dec 1938,12.8,100,  N
10551,CHINOCUP,-33.5833,118.3,Aug 1908,Sep 1976,65.3,96,  N
10532,CHIRELILLUP,-33.9653,118.0675,Sep 1915,May 2001,83.5,97,  N
9008,CHITTERING,-31.4833,116.0833,Apr 1951,Jan 1968,16.8,100,  N
9221,CHITTERING HEIGHTS,-31.4367,116.0642,Jul 1991,Nov 2012,21.2,94,  N
9900,CHORKERUP,-34.8364,117.6914,Oct 1970,Sep 1994,21.1,87,  N
9876,CHOWERUP,-34.1311,116.7394,Apr 1985,Aug 1990,5.3,98,  N
3043,CHRISTMAS CREEK HOMESTEAD,-18.8772,125.9207,Mar 1960,Mar 2017,48.9,85,  N
200790,CHRISTMAS ISLAND AERO,-10.4528,105.6875,Jan 1973,Nov 2017,44.5,97,  Y
200837,CHRISTMAS ISLAND RADIO,-10.4336,105.6844,Sep 1984,Nov 1985,1.3,92,  N
9010,CHURCHMAN BROOK,-32.1483,116.0761,Jan 1911,Aug 2017,97.4,91,  N
10730,CHYBARLIS,-32.6,116.9,Jun 1911,Jun 1919,7.5,93,  N
12265,CIRCLE VALLEY,-33.0603,121.7983,Jan 1954,Dec 2016,61.9,98,  N
12017,CIRCLE VALLEY EAST,-33.05,121.8,Nov 1924,Jun 1962,32.1,85,  N
12016,CIRCLE VALLEY POST OFFICE,-33.0833,121.75,Aug 1918,Sep 1967,37.2,75,  N
9191,CITY BEACH,-31.9286,115.7653,Jan 1983,Jun 1996,13.3,97,  N
10262,CLACKLINE,-31.7183,116.5161,Sep 1968,May 1973,4.8,99,  N
10178,CLAFFERTY SOAK,-30.4,117.7,Mar 1929,Jan 1936,6,87,  N
8031,CLARE HILL,-28.4,114.8,Sep 1916,Jul 1953,25.8,70,  N
9079,CLAREMONT,-31.9833,115.8,Jan 1892,Nov 1928,19.8,51,  N
12131,CLAVERLEY,-33.2,121.7,Jan 1914,Oct 1927,13.8,100,  N
10731,CLEAR HILLS,-33.9,117.9,Aug 1920,Jun 1931,10.7,97,  N
10028,CLEARY,-30.4333,117.65,Aug 1937,Sep 1944,6.3,87,  N
10029,CLEARY SOUTH,-30.5311,117.6675,Jan 1928,Aug 1962,31.5,91,  N
9071,CLONTARF BOYS TOWN,-32.0167,115.8667,Sep 1958,Nov 1964,2.3,36,  N
8033,CLONTARF FARM,-28.7031,115.8172,Jan 1929,Dec 2009,72.8,90,  N
9242,CLOON,-32.3956,115.9744,Mar 1994,Oct 2017,23.6,99,  N
10651,CLOUGHTON,-32.2925,116.6708,Jul 1912,Dec 1979,58.8,87,  N
10800,CLOVELLY,-33.3225,117.2078,Feb 1998,May 2006,8.3,98,  N
10179,CLOVELLY,-31.1,117.75,Nov 1919,Dec 1941,18.8,85,  N
9910,CLOVERLOCK,-33.8325,115.3147,May 1972,Aug 2001,27.6,93,  N
8232,CLYDE PARK,-30.3317,116.7133,Mar 1913,Dec 1982,67.4,96,  N
12155,COBBANCO,-29.2667,120.6,Mar 1922,May 1939,14,81,  N
10180,COBHAM,-31.8,116.7,Jan 1894,Jul 1921,15.6,56,  N
7209,COBRA AIRSTRIP,-24.1994,116.4814,Aug 2012,Nov 2017,5.3,99,  N
7111,COBRA STATION,-24.2008,116.475,May 1898,Sep 2005,72,67,  N
6013,COBURN STATION,-26.6972,114.3181,Jan 1946,Oct 2007,34.3,55,  N
10533,COCANARUP,-33.6369,119.8853,Feb 1903,Oct 1985,51.3,62,  N
3025,COCKATOO ISLAND,-16.0992,123.6161,Jan 1948,Jul 2014,31.7,47,  N
11036,COCKLEBIDDY,-32.0403,126.0964,Dec 1930,Jun 1988,14.3,25,  N
9011,COCKLESHELL GULLY,-30.1478,115.0992,May 1950,Oct 1974,21.7,88,  N
200284,COCOS ISLAND AIRPORT,-12.1892,96.8344,Jan 1907,Nov 2017,109.5,99,  Y
200841,COCOS QUARANTINE STATION,-12.1744,96.8181,Jan 1993,Nov 1999,6.6,91,  N
10149,CODG CODGEN,-31.3361,117.8164,Nov 1902,Nov 2017,111,96,  N
7123,COGLA DOWNS,-27.4375,118.9292,Apr 1936,Jun 1994,56,96,  N
7013,COGLA DOWNS NATTE,-27.25,118.3333,Jan 1912,Dec 1946,32.3,92,  N
8193,COLDSTREAM,-28.4,115.3,Oct 1912,Aug 1922,9.9,100,  N
10732,COLLANILLING,-33.2,117.6,Jun 1908,Dec 1946,37.9,98,  N
10181,COLLGAR,-31.6083,118.3833,Feb 1925,Nov 1936,9.8,82,  N
9628,COLLIE,-33.36,116.1467,Jan 1899,Nov 2017,111.1,89,  N
9807,COLLIE BOYS TOWN,-33.35,116.15,May 1918,Jun 1920,2,92,  N
9994,COLLIE EAST,-33.3608,116.1717,Dec 2002,Nov 2017,15,99,  Y
10534,COLORADO,-32.4825,117.5647,May 1913,Nov 2017,104.5,100,  N
10646,COLUNIO,-32.9,117.6,Aug 1910,Oct 1968,57.8,99,  N
12132,COMET VALE,-29.9,121.1,Feb 1915,Oct 1925,10.6,98,  N
9690,CONDINUP,-33.7619,116.5214,Jan 1907,Dec 2016,60.5,52,  N
4053,CONDON,-20,119.4,Apr 1889,Nov 1927,35.3,91,  N
10725,CONGEE,-33.4458,117.6614,Feb 1903,Sep 2017,67.7,59,  N
10768,CONNELL,-33.9833,118.8,Feb 1913,Dec 1936,23.8,99,  N
12200,CONSTANCE UNA,-31.7833,119.6,Jun 1965,May 1974,5.5,58,  N
8034,COOARRA,-30.3,116.8,Jan 1912,Feb 1959,46.8,99,  N
7014,COODARDY,-27.2528,117.6522,Nov 1898,Nov 2017,113.6,95,  N
7015,COODARDY YENTON,-27.3,117.25,Apr 1927,Dec 1955,28.4,99,  N
10294,COODERNUPPIN,-31.5736,117.5097,Jun 1968,Nov 2017,49.5,100,  N
7016,COODINGNOW,-29.3667,117.7,Jan 1905,Feb 1961,48.8,87,  N
9640,COOEEARUP,-33.95,116.05,Feb 1905,Oct 1943,36.8,94,  N
6014,COOKERABINGIE,-23.5,114.1,Apr 1929,Dec 1955,20.8,78,  N
9773,COOKERNUP,-32.9967,115.9008,May 1968,Dec 1975,7.6,99,  N
9941,COOLANGATA SOUTH,-33.8094,116.3831,May 1991,Dec 1997,6.5,96,  N
8240,COOLANGATTA,-28.8939,115.4539,Jan 1925,Nov 2017,65.9,71,  N
8035,COOLANGATTA (1),-28.9,115.5,Oct 1934,Dec 1946,8.2,67,  N
8307,COOLANGATTA ALERT,-28.8916,115.4429,Nov 2001,Nov 2017,16.1,99,  N
5001,COOLAWANYAH,-21.8047,117.8056,Jan 1923,Aug 2017,81.8,86,  N
10288,COOLBEENIE FARM,-31.7839,116.395,Jun 1976,Aug 1985,9.2,92,  N
6100,COOLCALALAYA,-27.525,115.0569,Sep 1985,Jun 2013,20.9,74,  N
6063,COOLCALALYA,-27.5167,115.05,Aug 1929,Apr 1943,11.8,85,  N
12018,COOLGARDIE,-30.9586,121.1739,Jan 1893,Dec 2016,110.3,87,  N
9655,COOLINUP,-33.7867,122.1683,Mar 1955,Dec 1986,29.8,94,  N
9730,COOMALBIDGUP,-33.6961,121.3656,Jan 1980,Jan 2017,37.1,99,  N
8036,COOMBERDALE,-30.4644,116.0372,Nov 1911,Feb 1997,78,91,  N
8194,COOMBERDALE 1,-30.5,116.1,May 1908,Sep 1919,9.6,84,  N
9796,COOMELMIA,-33.3856,121.3722,Jan 1959,Aug 1994,29.1,81,  N
10877,COOMPERTUP,-33.7139,119.5403,Dec 1977,Jun 1999,21.2,97,  N
12253,COONANA,-31,123,Jan 1915,Oct 1917,2.8,97,  N
12019,COONANA,-31.0225,123.1617,Aug 1935,Aug 1976,40.3,98,  N
7098,COONATHAGO O.S.,-28.8,117.6,Jan 1947,Aug 1976,28.3,95,  N
9251,COONAWARRA DOWNS,-30.1283,115.5011,Nov 1997,Jul 2007,3.5,31,  N
10556,COONDEE,-32.4814,116.8097,Jan 2001,Nov 2017,14.8,81,  N
4070,COONGAN HOTEL,-20.9,119.7,Apr 1895,Nov 1931,19.8,54,  N
4009,COONGAN STATION,-20.6833,119.6667,Apr 1904,Nov 1974,64.6,91,  N
6015,COORALYA,-24.4453,114.0779,Jan 1891,Feb 2017,79.2,63,  N
6088,COORALYA O.S.,-24.4333,114.2667,Jan 1929,Jun 1931,2.2,87,  N
10798,COORANDERK,-32.4,117.1,Feb 1906,Jan 1920,12.2,87,  N
9259,COORANG,-31.0811,115.8569,Jan 2004,Jun 2004,0.5,100,  N
5041,COORARA STATION,-22.6,116.1,Apr 1907,Dec 1947,33.7,83,  N
10246,COORINGA,-31.6,116.4697,Nov 1891,Mar 1895,0.3,10,
8037,COOROW,-29.8819,116.0233,Jan 1912,Nov 2017,101.3,94,  N
4010,COOYA POOYA,-21.0333,117.1333,Aug 1900,Mar 1974,68.1,92,  N
9691,COOYAH,-34,115.6,Jan 1910,Sep 1925,15.8,100,  N
12295,COPPIN ROCK,-31.1003,118.6019,Nov 1957,Jan 2017,53.9,88,  N
9979,CORAMUP,-33.7622,121.9336,Mar 2002,Feb 2017,13,81,  N
6016,CORDALIA,-23.3,114.7,Feb 1931,Mar 1949,14.4,79,  N
9855,CORDERING,-33.5167,116.6,Sep 1950,Mar 1953,2.6,98,  N
9524,CORDINUP,-34.67,118.5317,Aug 1950,Apr 1988,37.8,100,  N
12133,CORINTHIA FARM,-31.2,119.3,Jun 1925,Aug 1941,13.3,81,  N
10841,CORNADO,-32.3833,118.4333,May 1936,Apr 1939,3,100,  N
9080,CORNERS BROOK,-32.2,116.1,Sep 1921,Apr 1939,17.4,98,  N
9535,CORONET HILL,-33.8267,122.4922,Jan 1996,Dec 2013,18,97,  N
10536,CORRIGIN,-32.3292,117.8733,Jan 1910,Oct 2017,107.4,99,  N
4011,CORUNNA DOWNS,-21.4667,119.8333,Aug 1897,Apr 1975,61.9,80,  N
4081,CORUNNA DOWNS AIRSTRIP,-21.4333,119.7833,May 1944,Apr 1945,0.4,42,  N
12209,COSMO NEWBERY,-27.9833,122.9167,Feb 1950,Dec 1970,17.7,84,  N
4054,COSSACK,-20.6783,117.1892,Jan 1882,Mar 2015,43.9,32,  N
9189,COTTESLOE BEACH,-31.9833,115.75,Oct 1916,Feb 1926,9.3,99,  N
3001,COUNTRY DOWNS,-17.2767,122.5711,Nov 1969,Nov 2017,45.5,94,  N
9658,COURTENEY,-34.1833,115.2,Feb 1956,Dec 1970,14.9,100,  N
8281,COURTLEA,-30.3322,116.6828,Aug 1983,Dec 2015,32.3,99,  N
9013,COWALLA,-31.05,115.5667,Jun 1908,Sep 1969,61.1,99,  N
9636,COWARAMUP,-33.8358,115.0747,Mar 1926,Nov 2017,78.3,84,  N
12220,COWARNA DOWNS,-31.0089,122.3567,Aug 1968,Oct 2017,47.8,96,  N
10032,COWCOWING,-30.9964,117.3953,Aug 1907,Nov 2017,109.3,99,  N
10033,COWCOWING CENTRAL,-30.9,117.4667,Jan 1912,Dec 1950,38.5,99,  N
10153,CRAEMOR,-31.1028,118.0167,Jan 1944,Aug 1978,27.3,78,  N
9791,CRAIGIAN,-34.5,116.1833,Feb 1920,Sep 1921,1.7,100,  N
9184,CRAIGIE,-31.775,115.77,Jan 1977,May 1988,8.3,72,  N
10607,CRAIGIE-LEA,-32.7608,118.1925,Jan 1913,Jul 2007,83.4,88,  N
10281,CRAIGLANDS,-31.7667,116.3,Mar 1905,May 1908,1.6,49,  N
10537,CRANBROOK,-34.2958,117.5533,Feb 1891,Nov 2017,109.8,83,  N
10866,CRANHAM,-33.9317,117.3258,Jan 1954,Nov 2017,63.9,100,  N
12259,CREDO,-30.4653,120.8283,Apr 2011,Nov 2017,6.7,99,  N
9916,CRENDON,-33.6422,115.8119,Jan 1973,Nov 2014,40.7,96,  N
10285,CROMLECH FARM,-30.9,117.9822,Jun 1975,Feb 1980,4.3,89,  N
10664,CROOKED POOL,-32.9008,117.3986,Jan 1907,Dec 2016,79.8,72,  N
10681,CROVIE,-32.6,117.2,Sep 1930,Jul 1944,9.6,69,  N
4055,CROYDON,-21.1,117.8,Aug 1900,Dec 1919,9.1,47,  N
10538,CUBALLING,-32.82,117.1775,Jan 1912,Feb 2017,102.6,95,  N
7017,CUE,-27.425,117.8936,Oct 1894,Nov 2017,111.6,90,  N
9769,CULFORD,-32.5708,116.4354,Apr 1967,Nov 2017,48,92,  N
10131,CULHAM,-31.4,116.4667,Feb 1889,Apr 1902,1.8,13,  N
9525,CULICUP ESTATE,-33.8742,116.6544,Jan 1926,Dec 2002,73.7,95,  N
7018,CULLCULLI,-27.0392,118.365,Jan 1916,Sep 1984,64.3,94,  N
12102,CUNDEELEE,-30.7233,123.425,Oct 1940,Nov 1981,35.8,87,  N
9693,CUNDENUP,-33.8,115.8,Aug 1912,Jul 1933,15.3,72,  N
